"fulladdress","lon","lat"
"126 Great Western Highway, Blaxland NSW 2774 AU",150.6110011,-33.7451529
"1418 Pittwater Rd, Narrabeen NSW 2101 AU",151.3001534,-33.7001563
"194-206 Pacific Hwy, Hornsby NSW 2077 AU",151.0991099,-33.7073095
"386 Pennant Hills Rd, Pennant Hills NSW 2120 AU",151.0679697,-33.7393138
"369-371 Pennant Hills Rd, Pennant Hills NSW 2120 AU",151.0738218,-33.738596
"746-752 Richmond Road, Berkshire Park NSW 2765 AU",150.7997014,-33.6645882
"Lot 2 Lake Entrance Road, Oak Flats NSW 2529 AU",150.8225287,-34.5707088
"198 Beach Road, Batehaven NSW 2536 AU",150.1947037,-35.7267179
"Hume highway & Sheahan Bridge, GUNDAGAI NSW 2722 AU",149.013979,-34.8372159
"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577 AU",150.2250932,-34.6079574
"Lot 1 Great Western Highway (Cnr Rydal Rd), South Bowenfels NSW 2790 AU",150.1239939,-33.505829
"90 Cowper St (Cnr Clinton St), Goulburn NSW 2580 AU",149.7108924,-34.7556455
"2137 Pacific Highway, Heatherbrae NSW 2324 AU",151.7178749,-32.7982751
"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256 AU",151.3208063,-33.4938877
"250 Terrigal Dr (Cnr Bellbird Ave), Terrigal NSW 2260 AU",151.4339717,-33.4402377
"6-8 Pacific Hwy, Kariong NSW 2250 AU",151.2271799,-33.4332183
"1 Macquarie Place Haywards Bay, Yallah NSW 2530 AU",150.7856298,-34.5413085
"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250 AU",151.3850988,-33.4355459
"269-275 Princes Highway, Corrimal NSW 2518 AU",150.8963294,-34.3744721
"Avoca Dr & Bungoona St, Kincumber NSW 2251 AU",-82.7830244,28.1563804
"176 Otho St, Inverell NSW 2360 AU",151.1155849,-29.7783063
"63-69 Maud St (Cnr Miller St), Mayfield NSW 2304 AU",151.7219861,-32.8937007
"279-287 Princes Highway, Bulli NSW 2516 AU",150.9122267,-34.3364541
"54 Alison Road, Randwick NSW 2031 AU",151.2340741,-33.9079733
"59 Durham Street, Bathurst NSW 2795 AU",149.5843127,-33.4165602
"120-138 Birrell Street, Bondi Junction NSW 2022 AU",151.2485338,-33.8956285
"102 - 106 Wyong Road, Killarney Vale NSW 2261 AU",151.4648708,-33.3672585
"Audley St & Caddell St, Narrandera NSW 2700 AU",-95.4263045,29.7348127
"137-141 Kingsgrove Road, Kingsgrove NSW 2208 AU",151.0990996,-33.9327823
"241 Waterworth Drive, Mount Annan NSW 2567 AU",150.7601125,-34.0495366
"45 Lane Cove Rd & Myra Ave, Ryde NSW 2112 AU",-70.6278588,41.6942108
"571 Argyle St (Cnr Yarrawa Rd), Moss Vale NSW 2577 AU",150.3646623,-34.553238
"251-253 Goonoo Goonoo Rd, Tamworth NSW 2340 AU",150.9229174,-31.1119559
"142-148 Corrimal St, Wollongong NSW 2500 AU",150.8989325,-34.4287147
"93 Park Avenue, Kotara NSW 2289 AU",151.708763,-32.9409704
"89-93 Marsh St, Armidale NSW 2350 AU",151.6695992,-30.5129049
"26-30 King Street, Warrawong NSW 2502 AU",150.8869685,-34.482767
"Mount St & Middle St, Gundagai NSW 2722 AU",-122.1955508,46.1914006
"69-73 George St, Singleton NSW 2330 AU",151.1756082,-32.5630207
"1-3 Sowerby St, Goulburn NSW 2580 AU",149.6913394,-34.7731977
"67 Wallarah Rd (Cnr Edith St), Gorokan NSW 2263 AU",151.5078558,-33.2561793
"165 Smith St (Cnr Cochrane St), Kempsey NSW 2440 AU",152.8454816,-31.07023
"188-190 Pennant Hills Rd, Thornleigh NSW 2120 AU",151.0850199,-33.7250333
"275 Bay Street, Brighton-Le-Sands NSW 2216 AU",151.1531144,-33.9599129
"230 Shellharbour Rd, WARILLA NSW 2528 AU",150.8592776,-34.5569739
"488 Ochtertyre St, DENILIQUIN NSW 2710 AU",144.9448959,-35.5306098
"279-283 Tweed Valley Way, SOUTH MURWILLUMBAH NSW 2484 AU",153.402319,-28.3294089
"13124 Hume Highway, Sutton Forest NSW 2577 AU",150.2249155,-34.6079506
"15 Thomas St (Cnr Brook St), Wallsend NSW 2287 AU",151.6694208,-32.9070846
"64 High Street, Wauchope NSW 2446 AU",152.7317454,-31.4575228
"336 Victoria Street, Deniliquin NSW 2710 AU",144.9806638,-35.5236038
"48-56 Gardeners Road, Kingsford NSW 2032 AU",151.2256833,-33.925046
"2 High Street, QUEANBEYAN EAST NSW 2620 AU",149.243543,-35.3486789
"23-27 Stockton St, Nelson Bay NSW 2315 AU",152.1436735,-32.7225842
"1612 Golden Highway, Sandy Hollow NSW 2333 AU",150.5667642,-32.3344183
"133-137 Cary St, Toronto NSW 2283 AU",151.5931401,-33.0119233
"55 Kinghorne St (Cnr Worrigee St), Nowra NSW 2541 AU",150.6024747,-34.8763256
"93-99 Argyle Street, Picton NSW 2571 AU",150.6115448,-34.1685559
"972 Hume Highway, Bass Hill NSW 2197 AU",150.9913336,-33.8960464
"298 Stewart St (Cnr Rocket St), Bathurst NSW 2795 AU",149.5677477,-33.4190804
"88 Centre St (Cnr Richmond St), Casino NSW 2470 AU",153.0450213,-28.866394
"198 Parramatta Rd, CAMPERDOWN NSW 2050 AU",151.1741399,-33.8870534
"273 Old Hume Highway, Camden NSW 2570 AU",150.69475,-34.0862962
"650-652 Hoxton Park Rd, Hoxton Park NSW 2171 AU",150.8489548,-33.9253198
"164 William Street, Broken Hill NSW 2880 AU",141.4536836,-31.9514945
"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759 AU",150.7714844,-33.7882165
"147-149 Bridge St, Tamworth West NSW 2340 AU",150.9119993,-31.0949896
"1181 The Horsley Drive, Wetherill Park NSW 2164 AU",150.9011022,-33.8495084
"96 Wicks Road, North Ryde NSW 2113 AU",151.1267572,-33.7941317
"78 Pacific Highway (Cnr Burns Rd), Ourimbah NSW 2258 AU",151.3710597,-33.3467957
"426 Princes Highway, WOONONA NSW 2517 AU",150.9056012,-34.3416423
"338 Princes Highway, Blakehurst NSW 2221 AU",151.1126438,-33.9866267
"1 Pine Avenue, Leeton NSW 2705 AU",146.3990359,-34.5513992
"369C Bexley Road, Bexley NSW 2207 AU",151.1230203,-33.9458271
"157 Orlando St, Coffs Harbour NSW 2450 AU",153.1309598,-30.2897233
"45 Spit Road, Mosman NSW 2088 AU",151.2434418,-33.8230478
"3356 Putty Road, Colo Heights NSW 2756 AU",150.7096809,-33.3654318
"196 Riverstone Pde, RIVERSTONE NSW 2765 AU",150.8548481,-33.6645472
"362 Putty Road, Wilberforce NSW 2756 AU",150.8301421,-33.5287176
"301 Hume Hwy, GREENACRE NSW 2190 AU",151.0418668,-33.9052467
"940 Pittwater Road & Hawkesbury Avenue, Dee Why NSW 2099 AU",151.2901306,-33.7492038
"198-199 Great Western Hwy, HAZELBROOK NSW 2779 AU",150.452084,-33.7210678
"603-611 Anzac Pde, KINGSFORD NSW 2032 AU",151.2371616,-33.9343638
"121 Victoria Rd, ROZELLE NSW 2039 AU",151.1684496,-33.8626295
"131 Pennant Hills Rd, CARLINGFORD NSW 2118 AU",151.0279186,-33.7876133
"6 Rudd Rd, LEUMEAH NSW 2560 AU",150.8299549,-34.0538824
"61 Brown Road, Bonnyrigg NSW 2177 AU",150.8838647,-33.896933
"99 Market Street, Balranald NSW 2715 AU",143.5634791,-34.6393685
"178-184 Victoria Road (Corner Moodie Street), Rozelle NSW 2039 AU",151.1680368,-33.8629423
"45 Rookwood Rd, YAGOONA NSW 2199 AU",151.0371784,-33.9018769
"359 Elizabeth Drive, Mount Pritchard NSW 2170 AU",150.8968077,-33.9021037
"107 King Georges Rd, Wiley Park NSW 2195 AU",151.0692475,-33.9250878
"18-30 Kelly Street, SCONE NSW 2337 AU",150.8653859,-32.0403034
"494 Forest Rd, PENSHURST NSW 2222 AU",151.0901489,-33.9632869
"12 Pacific Hwy, Ourimbah NSW 2258 AU",151.3713531,-33.3629699
"14 Fishing Point Rd, Rathmines NSW 2283 AU",151.5928091,-33.044042
"16322 Newell Highway, GILLENBAH NSW 2700 AU",146.5403563,-34.7627245
"95 Northcote St, Kurri Kurri NSW 2327 AU",151.4762001,-32.8122408
"17 Sandwych St, WENTWORTH NSW 2648 AU",141.9179748,-34.1067173
"320 Polding St, FAIRFIELD WEST NSW 2165 AU",150.9226438,-33.8594415
"22-26 Pearl Street, Kingscliff NSW 2487 AU",153.5749656,-28.2562495
"68 Aberdare Road, Aberdare NSW 2325 AU",151.367778,-32.8412143
"340 North Rocks Road, North Rocks NSW 2151 AU",151.0304656,-33.7689645
"151 Prospect Hwy, SEVEN HILLS NSW 2147 AU",150.942643,-33.7689316
"5885 Tweed ValleyWay, Mooball NSW 2483 AU",153.4916218,-28.4418108
"3-7 Hendy Rd, Buronga NSW 2648 AU",142.1813574,-34.1705662
"236-240 Georges Rive, Croydon Park NSW 2133 AU",151.1052919,-33.8963032
"38 Abbott Rd, SEVEN HILLS NSW 2147 AU",150.9549165,-33.7668891
"50 Tweed Street, Brunswick Heads NSW 2483 AU",153.5473706,-28.541889
"3220 Kyogle Rd, Mount Burrell NSW 2484 AU",153.221104,-28.486222
"54 Ballina Rd, LISMORE NSW 2480 AU",153.2802139,-28.8141021
"5 Princes Hwy, MORUYA NSW 2537 AU",150.0816939,-35.9045931
"77 Darling, Cowra NSW 2794 AU",148.6940855,-33.8344591
"2637 Irrigation Way, Leeton NSW 2705 AU",146.4116767,-34.574208
"164 Warrimoo Avenue, St Ives Chase NSW 2075 AU",151.159858,-33.7109441
"Northside Liberty 62 Bridge Street, North Lismore NSW 2480 AU",153.275354,-28.802992
"Northside Liberty 78 Terania Street, North Lismore NSW 2480 AU",153.2727771,-28.8025605
"37 Shellharbour Rd, LAKE ILLAWARRA NSW 2528 AU",150.8628666,-34.5450803
"2-14 Henry Lawson Dr, TERRANORA NSW 2486 AU",153.5016477,-28.2401165
"686 Snowy Mountains Highway, Cooma NSW 2630 AU",149.0534161,-36.2456056
"136 Gladstone St, Coniston NSW 2500 AU",150.8838781,-34.4386046
"70 Princess Highway, LAKE TABOURIE NSW 2539 AU",150.403357,-35.435093
"264-266 North Rocks Rd, North Rocks NSW 2151 AU",151.0226737,-33.7750597
"Cnr Pacific Highway & Jersey Street, Asquith NSW 2077 AU",151.3516196,-33.4061041
"293 Camden Valley Hwy (Cnr Grahams Hill Rd), Narellan NSW 2567 AU",150.7326023,-34.0411953
"Cnr Oxford St & Greens Rd, PADDINGTON NSW 2021 AU",-81.3208113,42.9752471
"165 Cowper Street, Hillston NSW 2675 AU",145.5377765,-33.4906058
"42 Lawrence Hargrave, Austinmer NSW 2515 AU",150.9388248,-34.3005721
"Cnr. Denison & Molong St, Condobolin NSW 2877 AU",NA,NA
"20 Sibley Street, Nimbin NSW 2480 AU",153.2268068,-28.5931282
"25 Bendemeer St, Bundarra NSW 2359 AU",151.0759419,-30.1716804
"108W Fitzroy St, Walcha NSW 2354 AU",151.5874778,-30.9840961
"111 Terania Street, North Lismore NSW 2480 AU",153.2695714,-28.8016302
"136 Woodlark St, LISMORE NSW 2480 AU",153.2807204,-28.8080555
"672 Dean St, ALBURY NSW 2640 AU",146.9110707,-36.0797749
"9-11 Pinnacles Place, Broken Hill NSW 2880 AU",141.4254387,-31.9855338
"Gunningbar Street, NEVERTIRE NSW 2826 AU",147.7182992,-31.8352202
"2 Southqueen Pl, KARABAR NSW 2620 AU",149.2328135,-35.3714043
"8 Grattan St, HILLSTON NSW 2675 AU",145.5332816,-33.4882581
"482 North Rocks Rd, Carlingford NSW 2118 AU",151.0579015,-33.7650735
"519 Hume Hwy, YAGOONA NSW 2199 AU",151.0206646,-33.9076016
"700 Victoria Rd, ERMINGTON NSW 2115 AU",151.06615,-33.8085583
"73 Ettalong Rd, Greystanes NSW 2145 AU",150.9513999,-33.8182199
"Lot 1 Cowpasture Road, HOXTON PARK NSW 2171 AU",150.8481754,-33.9253934
"1234 Princess Highway, Engadine NSW 2233 AU",151.0112053,-34.0774032
"50 Sydney Road, Mudgee NSW 2850 AU",149.601503,-32.610454
"399 Gonoo Goonoo Rd, Tamworth NSW 2340 AU",150.9232801,-31.1262409
"190 Peel Street, Tamworth NSW 2340 AU",150.925189,-31.0852355
"30 Links Ave, EAST BALLINA NSW 2478 AU",153.5829316,-28.8500975
"44 Cooper Street, Macksville NSW 2447 AU",152.9212353,-30.7129144
"240 Prospect Highway, Seven Hills NSW 2147 AU",150.9332713,-33.7762584
"395 Gardeners Rd, Rosebery NSW 2018 AU",151.2024581,-33.9224674
"896A Woodville Rd, Villawood NSW 2163 AU",150.9760272,-33.8838909
"1/155 Prospect Highway, Seven Hills NSW 2147 AU",150.9422793,-33.7694773
"86 Castlereagh Street, LIVERPOOL NSW 2170 AU",150.9199851,-33.9247084
"116-118 Old South Head Rd, WOOLLAHRA NSW 2025 AU",151.255272,-33.8898784
"618 Punchbowl Rd, Wiley Park NSW 2195 AU",151.0663547,-33.9167729
"275 Pacific Highway, Hornsby NSW 2077 AU",151.0996357,-33.6909115
"32 Fitzroy St, WARDELL NSW 2477 AU",153.465668,-28.9503424
"339 Princes Highway, Sydenham NSW 2044 AU",151.1728198,-33.9163165
"842 David St, NORTH ALBURY NSW 2640 AU",146.9252845,-36.0639842
"Partridge Street, Macksville NSW 2447 AU",152.9227089,-30.7088051
"13 Midkin St, GARAH NSW 2405 AU",149.6336136,-29.0739201
"66 Tallow Street, Moulamein NSW 2733 AU",144.0347543,-35.0892711
"482 River Street, West Ballina NSW 2478 AU",153.5358678,-28.864035
"490 Cowpasture Road, Hoxton Park NSW 2171 AU",150.8548729,-33.9156272
"Hume Highway, Marulan North NSW 2579 AU",150.011544,-34.7080366
"105 Station Rd Cnr Powers St, Seven Hills NSW 2147 AU",150.9448021,-33.7744585
"1403 Princes Hwy, Heathcote NSW 2233 AU",151.0037475,-34.0906197
"Hume Highway, Marulan South NSW 2579 AU",150.011544,-34.7080366
"2 Corkwood Rd, VALLA NSW 2448 AU",152.972288,-30.627088
"27-29 Amy Steet, Regents Park NSW 2143 AU",151.0266167,-33.8836523
"96 Centre St, Casino NSW 2470 AU",153.0452053,-28.8654236
"Cnr Silverwater Road & Derby Street, SILVERWATER NSW 2128 AU",151.0514863,-33.8223823
"28-32 Dyraaba St, Casino NSW 2470 AU",153.0443469,-28.8548244
"60 Riverside, Airds NSW 2560 AU",150.8286872,-34.0858544
"107 Erskine Street, Dubbo NSW 2830 AU",148.6113542,-32.2444498
"39 Pangee St, NYNGAN NSW 2825 AU",147.1914997,-31.56101
"UNIT 1 237-245 BURNS BAY RD, LANE COVE WEST NSW 2066 AU",151.1513812,-33.8165219
"10, Northwood Road, Northwood NSW 2066 AU",151.1725756,-33.8235303
"255-257 Stewart Street, Bathurst NSW 2795 AU",149.5693906,-33.417359
"310 St Johns Road, Bradbury NSW 2560 AU",150.8079043,-34.0894059
"18n Derby St, WALCHA NSW 2354 AU",151.5939359,-30.9846716
"139 Great Western Highway (Corner Layton Avenue), Blaxland NSW 2774 AU",150.6136827,-33.7462571
"293 West Botany Street (Corner Bestic Street), Rockdale NSW 2216 AU",151.1484912,-33.9499076
"4 Endeavour & Bennett Roads, St Clair NSW 2759 AU",NA,NA
"246 Beecroft & Carlingford Roads, Epping NSW 2121 AU",151.0805261,-33.7708255
"474 Forest Road, Bexley NSW 2207 AU",151.1253009,-33.9516234
"611-615 Mimosa Street (Corner Forest Road), Bexley NSW 2207 AU",151.1184361,-33.9555417
"115 Mann St, NAMBUCCA HEADS NSW 2448 AU",152.9886506,-30.639307
"129 River St Cnr Woodburn St, Woodburn NSW 2472 AU",153.340888,-29.0720113
"390 Avoca Drive (Gosford), Green Point NSW 2251 AU",151.3638583,-33.4627591
"28 - 30 Avoca Drive, Kincumber NSW 2251 AU",151.3803612,-33.467756
"204-208 New Canterbury Rd, LEWISHAM NSW 2049 AU",151.1490284,-33.8970975
"69 Marshal St, Cobar NSW 2835 AU",145.8347032,-31.4973988
"68-89 Ozone Street, Chinderah NSW 2487 AU",153.5571671,-28.2438787
"Pacific Hwy, Macksville NSW 2447 AU",152.9276014,-30.7227933
"49 Murray Terrace, Euston NSW 2737 AU",142.7453833,-34.575464
"Eaglevale Road (Eaglevale Market Place), Eagle Vale NSW 2558 AU",150.8163636,-34.0327316
"1715 Yass Valley Way, Yass NSW 2582 AU",148.8823064,-34.8073368
"78 Great Western Hwy Cnr Ross St, Glenbrook NSW 2773 AU",150.6214785,-33.7653789
"111-121 Falcon Street, CROWS NEST NSW 2065 AU",151.2060304,-33.8286801
"9 Bay Village Rd, BATEAU BAY NSW 2261 AU",151.4738513,-33.3732966
"126 Pacific Hwy, SWANSEA NSW 2281 AU",151.638191,-33.0880942
"1 Suraci Place, QUEANBEYAN WEST NSW 2620 AU",149.2068613,-35.3636871
"363 Mona Vale Road, ST IVES NORTH NSW 2075 AU",151.1735026,-33.7168699
"641 King Georges Rd, PENSHURST NSW 2222 AU",151.0892616,-33.959808
"90-92 Great Western Highway, Medlow Bath NSW 2780 AU",150.2823142,-33.6786016
"220 Wollombi Road, Cessnock NSW 2325 AU",151.3544158,-32.8324897
"742 Forest Road, Peakhurst NSW 2210 AU",151.067992,-33.9575169
"84 MacQuoid Street, QUEANBEYAN EAST NSW 2620 AU",149.2443895,-35.3490266
"Lot 2 Langford Drive Cnr Mitchell Dr, KARIONG NSW 2250 AU",151.2955769,-33.4390903
"625 Pittwater Road, Dee Why NSW 2099 AU",151.282715,-33.7557896
"43 Booralie Rd, TERREY HILLS NSW 2084 AU",151.2250206,-33.6803207
"941-953 Burke Road, Waterloo NSW 2147 AU",150.934957,-33.764294
"522 Smithfield Road, Prairiewood NSW 2176 AU",150.9000116,-33.8722062
"378 Pacific Highway, Belmont North NSW 2280 AU",151.6643067,-33.0227813
"2 Ferdinand Lane, JERRABOMBERRA NSW 2619 AU",149.2017971,-35.3831348
"770 Pacific Highway & Marks Point Road, Marks Point NSW 2280 AU",-117.1711696,32.7133811
"1344 Princes Hwy, HEATHCOTE NSW 2233 AU",151.0072035,-34.0883227
"155 The Entrance Rd, ERINA NSW 2250 AU",151.3799023,-33.4378589
"101 Gosport St, MOREE NSW 2400 AU",149.8474747,-29.4757887
"1-5 James St, NARRABRI NSW 2390 AU",149.7936588,-30.3296288
"195 Main Rd, HEDDON GRETA NSW 2321 AU",151.502108,-32.807646
"62 Woodenbong Rd, BONALBO NSW 2469 AU",152.6217585,-28.7356584
"2398 Pacific Highway, Heatherbrae NSW 2324 AU",151.7370137,-32.7830649
"612 Forest Road, Penshurst NSW 2222 AU",151.0792522,-33.9615553
"124 Hoxton Park Rd, LURNEA NSW 2170 AU",150.9024883,-33.9271776
"4 Lancaster St, Ingleburn NSW 2565 AU",150.8668278,-33.9893203
"Lot 51 Bourke St (newell Hwy) Cnr River St, DUBBO NORTH NSW 2830 AU",148.6118008,-32.2328423
"39 Vernon Street, Woollahra NSW 2025 AU",151.2474952,-33.8899268
"Tweed Valley Way, CHINDERAH NSW 2487 AU",153.5180583,-28.2630121
"4 Lake Street, Windale NSW 2306 AU",151.6831184,-32.99252
"70 76 Breeza Street, Carroll NSW 2340 AU",150.4461306,-30.9859021
"406 Pacific Hwy, BELMONT NORTH NSW 2280 AU",151.6624347,-33.0247855
"184-188 Hannell Street, Wickham NSW 2293 AU",151.7580573,-32.913369
"66-68 Oxford Street, GATESHEAD NSW 2290 AU",151.6833775,-32.9783463
"196 Crawford Street, Queanbeyan NSW 2620 AU",149.2334868,-35.3516008
"10 Limestone Drive, Jerrabomberra NSW 2619 AU",149.2001081,-35.3807439
"66 Kelly Street, Scone NSW 2337 AU",150.8662059,-32.0441287
"701 Medowie Road, Medowie NSW 2318 AU",151.8685309,-32.7474338
"64 Uriarra Road, CRESTWOOD NSW 2620 AU",149.2246434,-35.346437
"22 Stanmore Street, Enmore NSW 2042 AU",151.1699063,-33.8992776
"99 Railway Street (Corner Frederick Street), Rockdale NSW 2216 AU",151.1356773,-33.9525175
"504 Pittwater road, North Manly NSW 2100 AU",151.2708157,-33.7750566
"Cnr Russell & Terry Street, Albion Park NSW 2527 AU",NA,NA
"490 Illawarra Road (Cnr Hill Street), Marrickville NSW 2204 AU",151.1458724,-33.9185503
"314 Princes Highway (Cnr Banksia Street), Banksia NSW 2216 AU",151.1416946,-33.9456696
"70 Court St, MANILLA NSW 2346 AU",150.724534,-30.748255
"Lot 1A, Campbelltown, Glenfield NSW 2167 AU",150.8811086,-33.9633334
"397 Pacific Highway, Belmont NSW 2280 AU",151.6638501,-33.024528
"1 Bridgman Road, DUNOLLY NSW 2330 AU",151.1668174,-32.5559278
"36 Henderson Road, Alexandria NSW 2015 AU",151.1973009,-33.8974794
"924-928 Hume Highway, BASS HILL NSW 2197 AU",150.9947713,-33.8978331
"295 Forrest Road, Bexley NSW 2207 AU",151.1284864,-33.944426
"12B Oatley Parade, Oatley NSW 2223 AU",151.0793344,-33.9808194
"129 Piccadilly St, Riverstone NSW 2765 AU",150.8667758,-33.6762357
"149 - 151 Parkes Street, Helensburgh NSW 2508 AU",150.9777831,-34.1923397
"65 Tharwa Road, Queanbeyan NSW 2620 AU",149.2208023,-35.358299
"1-3, Victoria Street, Kurri Kurri NSW 2327 AU",151.4865081,-32.8239337
"125 Brunker Rd, Adamstown NSW 2289 AU",151.7302518,-32.9299483
"57 Adderton Road, Telopea NSW 2117 AU",151.041046,-33.7938912
"44-46 Lowe Street, QUEANBEYAN NSW 2620 AU",149.2327801,-35.3550016
"132 Princes Hway, Kogarah NSW 2217 AU",151.1283728,-33.9748566
"505 Campbelltown Road, Denham Court NSW 2565 AU",150.8465902,-33.9822347
"12 Hawkesbury Valley Way, WINDSOR NSW 2756 AU",150.8121279,-33.6118058
"55 Garfield Rd, RIVERSTONE NSW 2765 AU",150.8635708,-33.6781397
"10 Crystal St, PETERSHAM NSW 2049 AU",151.1583896,-33.8887927
"2 Commercial Rd, Kingsgrove NSW 2208 AU",151.1005236,-33.9396406
"534 Guildford Road West (Corner Fowler Road), Guildford West NSW 2161 AU",150.9721835,-33.8513775
"44 Railway St, BOMADERRY NSW 2541 AU",150.6117038,-34.8519365
"117-119 George Street, MARULAN NSW 2579 AU",150.0101428,-34.7082513
"846 The Horsley Dr, Smithfield NSW 2164 AU",150.9255526,-33.851571
"210-214 Wollombi Road, Cessnock NSW 2325 AU",151.353243,-32.832871
"90 Bathurst Road, Orange NSW 2800 AU",149.1107233,-33.2917909
"68-74 MOLONG RD, ORANGE NSW 2800 AU",149.0822456,-33.2696668
"47 Nolan Street (Corner Northcliffe Road), Berkeley NSW 2506 AU",150.8394484,-34.4768182
"157 Penshurst street, Willoughby NSW 2068 AU",151.1981734,-33.7980488
"155-165 Chanter St, BERRIGAN NSW 2712 AU",145.8015557,-35.6557616
"294 Princess Hwy, Carss Park NSW 2221 AU",151.117792,-33.9819877
"152 Toongabbie Rd, GIRRAWEEN NSW 2145 AU",150.9387303,-33.7956659
"505 Cowpasture Rd, LEN WATERS ESTATE NSW 2171 AU",150.8542121,-33.9181316
"102 Commerce Street, Taree NSW 2430 AU",152.4501402,-31.9071161
"132-134 Edgar St, CONDELL PARK NSW 2200 AU",151.0137187,-33.9163328
"48-50 Aiken Road, West Pennant Hills NSW 2125 AU",151.0406154,-33.7541509
"1625 Yarramalong Rd, YARRAMALONG NSW 2259 AU",151.2790379,-33.2242349
"121 Castlereagh St, Coonamble NSW 2829 AU",148.3904746,-30.9616402
"154-160 Parramatta Road & Corner Bold Street, Granville NSW 2142 AU",151.0819655,-33.8642094
"Lot 3-4 Parramatta Road & Harbord Street, Granville East NSW 2142 AU",151.0934054,-33.8665165
"76 Wollongough Street, UNGARIE NSW 2669 AU",146.9713404,-33.6386957
"13 Southy Street, Jerilderie NSW 2716 AU",145.7194667,-35.3608978
"552 Pennant Hills Road, West Pennant Hills NSW 2125 AU",151.0508654,-33.7467798
"183 The Horsley Drive, FAIRFIELD EAST NSW 2165 AU",150.9660999,-33.8777955
"1389 Camden Valley Way, LEPPINGTON NSW 2179 AU",150.8128773,-33.9706349
"Corner Shellharbour & Wattle Roads, Shellharbour NSW 2529 AU",150.8687693,-34.578892
"3 Travelstop Way, Lavington NSW 2641 AU",146.9706973,-36.0355667
"216 Newbridge Rd, MOOREBANK NSW 2170 AU",150.9552802,-33.9291865
"49A Lachlan Street, South Kempsey NSW 2440 AU",152.8375646,-31.0962248
"100 Belgrave Street, Kempsey NSW 2440 AU",152.8380936,-31.0804156
"2 - 4 Peterborough Avenue, Lake Illawarra NSW 2528 AU",150.8635301,-34.5437543
"7087 The Bucketts Way, TAREE SOUTH NSW 2430 AU",152.4591291,-31.9376058
"Warrul Orchards 10173 Newell Hwy, FORBES NSW 2871 AU",147.9854871,-33.4009595
"63 Oxford & Cumberland Streets, Ingleburn NSW 2565 AU",-73.9493456,40.9115222
"14- Bernera Road, Prestons NSW 2170 AU",150.8694771,-33.9357832
"54 - 56 Windsor Road, Kellyville NSW 2155 AU",150.9570006,-33.7123842
"12 Gallipoli St, St Marys NSW 2760 AU",150.7710998,-33.7812545
"47 Plain St, Tamworth NSW 2340 AU",150.9153039,-31.0859341
"170 Fitzmaurice St, Wagga Wagga NSW 2650 AU",147.3679273,-35.1028586
"6532 Kosciuszko Rd, Jindabyne NSW 2627 AU",148.596796,-36.4097306
"Lot 1548 Roberts Rd, Eastern Creek NSW 2766 AU",150.8376996,-33.8150735
"2 Lovell Road, EASTWOOD NSW 2122 AU",151.0895801,-33.791724
"3 Metella Road & Corner Cornelia Road, Toongabbie NSW 2146 AU",150.9464613,-33.7868458
"1-3 Tapio Street, Dareton NSW 2717 AU",142.0402296,-34.0956921
"15-17 O'Keefe Drive, COFFS HARBOUR NSW 2450 AU",153.0988892,-30.317493
"5 Sandon Road, Minnie Water NSW 2462 AU",153.2949492,-29.7689815
"21 Elliott Road, South Lismore NSW 2480 AU",153.2661408,-28.812306
"19-21 Kyogle Street, South Lismore NSW 2480 AU",153.2665698,-28.8105721
"752 Pacific Highway, Boambee NSW 2450 AU",153.0692397,-30.3441954
"244 Windang Road, WINDANG NSW 2528 AU",150.8692109,-34.5273664
"159 Rouse St, TENTERFIELD NSW 2372 AU",152.0189461,-29.0568094
"Henry Lawson Drive, Bankstown NSW 2200 AU",150.983598,-33.9384156
"Cnr Ebden & Wodonga Place, Albury NSW 2640 AU",NA,NA
"12 Reiff St, LAVINGTON NSW 2641 AU",146.9666071,-36.0380082
"61-63 Connells Point South, HURSTVILLE NSW 2221 AU",151.1042187,-33.9780942
"Cnr Milperra & River Rds, Revesby NSW 2212 AU",150.9827465,-33.9370869
"Cnr George St and Burdett St, Hornsby NSW 2077 AU",151.0993995,-33.7023572
"21 Boundary Road, Mortdale NSW 2223 AU",151.0736108,-33.9706429
"8 Sharp St, Cooma NSW 2630 AU",149.1347638,-36.230242
"12-14 Norfolk Street, Ingleburn NSW 2565 AU",150.8647644,-33.9999663
"1 Avenue of the Americas, Newington NSW 2127 AU",151.0564605,-33.834006
"332-336 Shellharbour Rd, BARRACK HEIGHTS NSW 2528 AU",150.8597784,-34.5648919
"65 Marshall Street, Cobar NSW 2835 AU",145.8388597,-31.495761
"39 Sydney Road, Raglan NSW 2795 AU",149.6483421,-33.422771
"326-328 Blaxland Road, Ryde NSW 2112 AU",151.1003356,-33.8025134
"919 Victoria Road (Corner Hermitage Road), West Ryde NSW 2114 AU",151.0932656,-33.8092508
"184 Smith Street, South Penrith NSW 2750 AU",150.7026237,-33.7672934
"134 MacQueen Street, ABERDEEN NSW 2336 AU",150.8917867,-32.1683592
"57 Dora St, MORISSET NSW 2264 AU",151.4901114,-33.1074778
