"fulladdress","lon","lat"
"127-129 Marion St, Leichhardt NSW 2040 AU",151.1507412,-33.883907
"592-596 Old Northern Rd, Dural NSW 2158 AU",151.0313508,-33.6942897
"39- 51 Victoria Rd, Drummoyne NSW 2047 AU",151.1588458,-33.8557968
"867-869 South Dowling Street, Waterloo NSW 2017 AU",151.214429,-33.9017062
"250 Burns Bay Road, Lane Cove NSW 2066 AU",151.1516985,-33.8171167
"195 Cobra St, DUBBO NSW 2830 AU",148.6235024,-32.2570501
"360 Park Road, Regents Park NSW 2143 AU",151.0248032,-33.8790087
"378 Pacific Hwy (Cnr Allison Ave), Lane Cove NSW 2066 AU",151.1768514,-33.814049
"49 Canterbury Road, BANKSTOWN NSW 2200 AU",151.0396531,-33.9327995
"792-794 Canterbury Road Chapel Street, Belmore NSW 2192 AU",151.0872596,-33.9256555
"U 1 39 Melbourne St, EAST MAITLAND NSW 2323 AU",151.5834159,-32.7450411
"120-128 Forrester Road, ST MARYS NSW 2760 AU",150.7752883,-33.755235
"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228 AU",151.1202039,-34.0262832
"1 Old Port Road, PORT KEMBLA NSW 2505 AU",150.9037607,-34.478424
"11541 Newell Hwy, NARRABRI NSW 2390 AU",149.7573912,-30.3493065
"28 Columbus Street, Ivanhoe NSW 2878 AU",144.3016462,-32.9008887
"1 Craft c, Craft Close, Toormina NSW 2452 AU",153.0923325,-30.3416797
"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216 AU",151.1574852,-33.9578963
"18 Parramatta Road, Lidcombe NSW 2141 AU",151.0592353,-33.853927
"562-572 Botany Rd, Alexandria NSW 2015 AU",151.200115,-33.9156947
"M4 Motorway Westbound, Eastern Creek NSW 2766 AU",150.8829421,-33.8024126
"9 Albert Rd, Strathfield NSW 2135 AU",151.0925376,-33.8707483
"Corner Marion Street & 48 Surrey Avenue, Georges Hall NSW 2198 AU",-71.1238969,42.3402006
"140 Edensor & Bibbys Roads, Bonnyrigg NSW 2177 AU",150.8919692,-33.8839695
"612-626 Willoughby Rd Cnr Penkivil St, WILLOUGHBY NSW 2068 AU",151.1989586,-33.8061181
"309 Byron St, Inverell NSW 2360 AU",151.1221439,-29.7658542
"33 Seignior St, JUNEE NSW 2663 AU",147.5823975,-34.8703016
"M4 Motorway Eastbound, Eastern Creek NSW 2766 AU",150.8859746,-33.8016783
"9-11 Roberts Road, Greenacre NSW 2190 AU",151.0667306,-33.8943744
"205 Ferguson St, GLEN INNES NSW 2370 AU",151.7288446,-29.7345431
"153 Forest Way, Belrose NSW 2085 AU",151.2210816,-33.7347533
"6425 Newell Hwy, GILGANDRA NSW 2827 AU",148.6531188,-31.7255587
"2 Minorca Place, TOORMINA NSW 2452 AU",153.0906316,-30.3523914
"297-299 Bunnerong Road, Pagewood NSW 2035 AU",151.2285486,-33.9405466
"44 Comur Street, YASS NSW 2582 AU",148.9102864,-34.8403858
"33351 Newell Highway, Boggabilla NSW 2409 AU",150.3509892,-28.6086434
"1 Warners Bay Rd, WARNERS BAY NSW 2282 AU",151.6464088,-32.9818278
"81 Pacific Hwy, CHARLESTOWN NSW 2290 AU",151.6954957,-32.9671807
"485-487 Smithfield Road, PRAIRIEWOOD NSW 20176 AU",150.9029971,-33.8711153
"Corner Elizabeth & Cowpasture Roads, Edensor Park NSW 2176 AU",-74.2653839,40.5192505
"352 Elizabeth Drive (Corner Meadow Road), Mount Pritchard NSW 2170 AU",150.8962853,-33.9024338
"693 Old Princes Highway (Retank Reopens 23 Jun'16), Sutherland NSW 2232 AU",151.0592606,-34.0295919
"271A Victoria Road, Drummoyne NSW 2047 AU",151.1515164,-33.8472863
"290-294 The Entrance Road, LONG JETTY NSW 2261 AU",151.4862292,-33.356869
"430 Bong Bong St (Cnr Bowral St), Bowral NSW 2576 AU",150.4173748,-34.4827181
"1 Scullin St, TOWNSEND NSW 2463 AU",153.2170936,-29.4645161
"199 Great Western Highway, Katoomba NSW 2780 AU",150.3169482,-33.7070162
"340 Great Western Highway, Wentworth Falls NSW 2782 AU",150.3601347,-33.7112842
"33 Gale Street, Coramba NSW 2450 AU",153.0142404,-30.2216987
"273 River Street, Ballina NSW 2478 AU",153.5554035,-28.8680998
"1 Park St, GLOUCESTER NSW 2422 AU",151.9582503,-32.0055851
"3 Blueberry Rd, MOREE NSW 2400 AU",149.850796,-29.4908646
"100 Dawson & Magellan Sts, Lismore NSW 2480 AU",-100.1927389,41.0094763
"87-91 Roberts Rd Cnr Moondo St, Greenacre NSW 2190 AU",151.0645866,-33.9047219
"169-173 Malabar Rd, SOUTH COOGEE NSW 2034 AU",151.2574183,-33.9323506
"1 Horace St, OBERON NSW 2787 AU",149.8591893,-33.6984149
"25 Louee Street, Rylstone NSW 2849 AU",149.9713057,-32.7954309
"222 King Georges Rd (Cnr Canarys Rd) (Opn 30/6/16), Lakemba NSW 2195 AU",151.0736108,-33.9336163
"337 River st, Ballina NSW 2478 AU",153.5491453,-28.8655702
"100 Woolooware Road, WOOLOOWARE NSW 2230 AU",151.1408431,-34.052747
"68 Harold St, MACQUARIE FIELDS NSW 2564 AU",150.8933998,-33.9855705
"Cowpasture Rd & Green Valley, Green Valley NSW 2168 AU",-79.6882234,33.8797629
"162 Sunnyholt Rd, Blacktown NSW 2148 AU",150.9153039,-33.7518244
"367 The Kingsway (Corner Willarong Road), Caringbah NSW 2229 AU",151.1203545,-34.0396066
"110 Gymea Bay Rd (Cnr 337-339 President Avenue), Gymea NSW 2227 AU",151.0848847,-34.0373199
"192-198 The Kingsway, WOOLOOWARE NSW 2230 AU",151.1335659,-34.046334
"236 Condamine Street, MANLY VALE NSW 2093 AU",151.267304,-33.7850999
"228 Comur Street, YASS NSW 2582 AU",148.9138907,-34.8445805
"2 Johnson Road, Tuggerah NSW 2259 AU",151.4210656,-33.2943037
"955 Pacific Highway (Cnr Yallambee Rd), Berowra NSW 2081 AU",151.147693,-33.6281993
"68 Main St., West Wyalong NSW 2671 AU",147.2092714,-33.9235975
"280 Canterbury Road, Canterbury NSW 2193 AU",151.1151866,-33.9140228
"43 Macquarie Road, Cardiff NSW 2285 AU",151.6586242,-32.9400937
"200 Paterson Road, BOLWARRA HEIGHTS NSW 2320 AU",151.5845807,-32.7010901
"311 Great Western Highway, Lawson NSW 2783 AU",150.4260715,-33.7218935
"78 Currajong St (Cnr Bushman Street), Parkes NSW 2870 AU",148.1752585,-33.1336002
"270 Gipps Rd, KEIRAVILLE NSW 2500 AU",150.8751337,-34.414732
"143 Meade Street, Glen Innes NSW 2370 AU",151.7384647,-29.7377522
"115-115 Church Street, Gloucester NSW 2422 AU",151.9581428,-32.0101492
"10 Milperra Rd, REVESBY NSW 2212 AU",151.0171926,-33.9383715
"132-136 Sunnyholt Road, Blacktown NSW 2148 AU",150.9142997,-33.7541594
"585 Bunnerong Rd, MATRAVILLE NSW 2036 AU",151.2320108,-33.963337
"2 Atchison Road, Macquarie Fields NSW 2564 AU",150.8823354,-33.989268
"2 Erith St, Bundanoon NSW 2578 AU",150.2974529,-34.656046
"200 Main Road, Cardiff NSW 2285 AU",151.6684532,-32.9410212
"86 Johnston St, CASINO NSW 2470 AU",153.0561987,-28.8596645
"797 Pennant Hills Road, CARLINGFORD NSW 2118 AU",151.051656,-33.775782
"Mitchell Highway, NEVERTIRE NSW 2831 AU",147.6496126,-31.8021051
"187 Wilson Road, Green Valley NSW 2168 AU",150.8671146,-33.9072712
"53 Punchbowl Rd, Belfield NSW 2191 AU",151.082528,-33.9026888
"522 Pacific Highway (Cnr Renwick Rd), Wyoming NSW 2250 AU",151.3493918,-33.4043812
"351-357 Stoney Creek, KINGSGROVE NSW 2208 AU",151.092687,-33.951322
"73 Pembroke Rd (Cnr Durham St), Minto NSW 2566 AU",150.8503053,-34.0231656
"2742 Bells Line of Road, BILPIN NSW 2758 AU",150.4990153,-33.5069479
"287 Liverpool Road, Burwood NSW 2134 AU",151.0936296,-33.8854039
"97 Hume Highway, Chullora NSW 2190 AU",151.0578706,-33.8916694
"Brooks St (Glenquarie Shopping Centre), Macquarie Fields NSW 2564 AU",150.8918021,-33.9856979
"3-5 Tura Beach Drive (Cnr Sapphire Coast Drive), Tura Beach NSW 2548 AU",149.9138719,-36.8638854
"1-5 Forbes Road, PARKES NSW 2870 AU",148.1710874,-33.1432034
"Cnr Kennedy Dve & Ducat St, Tweed Heads NSW 2485 AU",153.5235466,-28.1865875
"16 Princes Highway, FAIRY MEADOW NSW 2519 AU",150.8946836,-34.3875256
"182 Green Valley Rd, Green Valley NSW 2168 AU",150.8682763,-33.9023921
"46 Clarinda Street, Parkes NSW 2870 AU",148.1845757,-33.1425047
"22-24 Bruxner Hwy, Wollongbar NSW 2477 AU",153.4152802,-28.8257349
"37 Elizabeth St (Cnr Victoria St), Wetherill Park NSW 2164 AU",150.899508,-33.8458062
"484 Sunnyholt Road, Parklea NSW 2768 AU",150.9218257,-33.7293118
"477 Pacific Highway, Artarmon NSW 2064 AU",151.1776663,-33.8105265
"544 Pacific Hwy, Killara NSW 2071 AU",151.1599373,-33.7696724
"99 Balgownie Road, Balgownie NSW 2519 AU",150.880854,-34.3892562
"1/158 Auburn Rd, Birrong NSW 2143 AU",151.0212103,-33.8975254
"Cnr The Horsley Dr & Mcilwraith St, WETHERILL PARK NSW 2164 AU",150.9410911,-33.8539547
"142 Miller Street, Armidale NSW 2350 AU",151.6486548,-30.513541
"159 Imlay St, Eden NSW 2551 AU",149.9043217,-37.0631186
"60 Davies Rd, KANDOS NSW 2848 AU",149.9706615,-32.8573775
"143 Concord Rd, North Strathfield NSW 2137 AU",151.0927651,-33.8594235
"242 Parramatta Road, Homebush NSW 2140 AU",151.0764052,-33.8617091
"20 Boomerang Street, Rankins Springs NSW 2669 AU",146.2605962,-33.841817
"96-98 Kennedy Dr Cnr Barrett St, Tweed Heads West NSW 2485 AU",153.5230014,-28.1871503
"213 Kissing Point Rd, Turramurra NSW 2074 AU",151.1119479,-33.7485023
"326 The Entrance Rd, LONG JETTY NSW 2261 AU",151.4845937,-33.3590227
"899 Victoria Road, West Ryde NSW 2114 AU",151.0942038,-33.8102702
"6 Ilford Rd, Kandos NSW 2848 AU",149.9704478,-32.8553318
"82-94 Queen Street, BARMEDMAN NSW 2668 AU",147.3858598,-34.1420066
"571 Beryl Street, Broken Hill NSW 2880 AU",141.4752575,-31.9498869
"3012 Sturt Highway, ALFREDTOWN NSW 2650 AU",147.511986,-35.161245
"104 Lindesay Street, CAMPBELLTOWN NSW 2560 AU",150.8258332,-34.0655773
"72 Harold St, Macquarie Fields NSW 2564 AU",150.8935361,-33.9851674
"114 Boundary Road, PEAKHURST NSW 2210 AU",151.0680491,-33.9633195
"32 Bryant St, NARWEE NSW 2209 AU",151.0715636,-33.9484552
"148 Mayne St, MURRURUNDI NSW 2338 AU",150.8313866,-31.761306
"2-12 Chinderah Bay Drive, Chinderah NSW 2478 AU",153.5571628,-28.2272739
"98 Kurrajong Ave, LEETON NSW 2705 AU",146.4089177,-34.5548496
"442 Punchbowl Rd, BELMORE NSW 2192 AU",151.0769699,-33.9079424
"47 Lakemba Street, Belmore NSW 2192 AU",151.0856868,-33.9139939
"28 Princes Highway, Arncliffe NSW 2205 AU",151.1526088,-33.9341643
"278 Sandgate Road, SHORTLAND NSW 2307 AU",151.6952217,-32.887483
"22 Charlotte Street, ASHFIELD NSW 2131 AU",151.1256877,-33.886463
"191-193 Cessnock Rd, Weston NSW 2326 AU",151.4438421,-32.8124841
"309 Wollombi Road, Bellbird Heights NSW 2325 AU",151.329409,-32.8490369
"143 Kildare Road, Blacktown NSW 2148 AU",150.8915936,-33.7684318
"1579 Botany Road, Botany NSW 1579 AU",151.201259,-33.952787
"624 Young St, ALBURY NSW 2640 AU",146.9255169,-36.0754819
"50 Shelly Beach Rd, Shelly Beach NSW 2261 AU",151.4811032,-33.3695545
"115 Sackville Street, FAIRFIELD NSW 2165 AU",150.9452203,-33.8727231
"105 Bent St, SOUTH GRAFTON NSW 2460 AU",152.9398537,-29.7071695
"80-82 Central Ave, OAK FLATS NSW 2529 AU",150.819417,-34.562679
"59 The Crescent, TOONGABBIE NSW 2146 AU",150.930009,-33.796242
"15 Bagnall Beach Road, SALAMANDER BAY NSW 2317 AU",152.1092858,-32.734784
"1 Lavis Lane, WILLIAMTOWN NSW 2318 AU",151.8438871,-32.8169385
"132/138 Pacific Hwy, Charlestown NSW 2290 AU",151.695176,-32.9648775
"Oxley Hwy (Uncle Clarrie'S Service Station), Warren NSW 2824 AU",147.8405411,-31.6966483
"1 Coonamble Road (Warren Fuels), Warren NSW 2824 AU",147.8405024,-31.695421
"68 Jindabyne Rd, BERRIDALE NSW 2628 AU",148.8270148,-36.3654187
"2 Kathleen St, SOUTH TAMWORTH NSW 2340 AU",150.9186097,-31.1035858
"246 Goonoo Goonoo Road, SOUTH TAMWORTH NSW 2340 AU",150.9236271,-31.1097248
"1141 Castlereagh Rd, Castlereagh NSW 2749 AU",150.677191,-33.6692709
"46 Albert Street, Freshwater NSW 2096 AU",151.2869189,-33.7773132
"357-361 Summer St (Cnr William), Orange NSW 2800 AU",149.1054203,-33.2845705
"2 Brunker Rd, Broadmeadow NSW 2292 AU",151.7364656,-32.9251693
"Shop 1, 135-137 Popondetta Road, Emerton NSW 2770 AU",150.8104703,-33.7446951
"1 The Strand, Dee Why NSW 2099 AU",151.2961837,-33.7554854
"127 Loftus Ave, Loftus NSW 2232 AU",151.0508654,-34.0456754
"8-10 Perouse Road, RANDWICK NSW 2031 AU",151.2421524,-33.91899
"106 Milperra Rd, Revesby NSW 2212 AU",151.0088406,-33.9355286
"115 Heathcote Rd, Wattle Grove NSW 2173 AU",150.9471886,-33.9466434
"7-9 Newbridge Road, Chipping Norton NSW 2170 AU",150.9772006,-33.9283919
"Corner Pacific Highway & Boundary Street, Roseville NSW 2069 AU",-122.310378,47.3568133
"198 Hill End Road, Doonside NSW 2767 AU",150.8722673,-33.7471215
"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575 AU",150.471869,-34.439
"223 Sanger St, COROWA NSW 2646 AU",146.3914286,-35.995293
"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444 AU",NA,NA
"149 Nancy Bird Walton Dr, Kew NSW 2439 AU",152.723595,-31.633669
"31 Bourke Street, TURVEY PARK NSW 2650 AU",147.3546578,-35.1262538
"342 Georges River Road & Burwood Road, Croydon Park NSW 2133 AU",-60.3005226,46.2325059
"45 Georges River Road, Croydon Park NSW 2133 AU",151.1114666,-33.8944335
"1443 Elizabeth Drive, Kemps Creek NSW 2178 AU",150.7918168,-33.8799538
"142 Windsor Rd, MCGRATHS HILL NSW 2756 AU",150.8341338,-33.6168508
"95 Elizabeth Drive (Corner Park Road), Liverpool NSW 2170 AU",150.9160311,-33.9181875
"101 MacQueen St, ABERDEEN NSW 2336 AU",150.891167,-32.165724
"24 Wooland Rd, St Helens Park NSW 2560 AU",150.8135132,-34.0974431
"2 Geebung St, POLO FLAT NSW 2630 AU",149.1488431,-36.2248969
"313 Bobbin Head Road, NORTH TURRAMURRA NSW 2074 AU",151.1480572,-33.7090003
"140 Flushcombe Road, Blacktown NSW 2148 AU",150.9078124,-33.7775285
"90 Joseph St, Cabramatta West NSW 2166 AU",150.9203103,-33.8985592
"48 Denman Street (entrance via Ken Tubman Drive), Maitland NSW 2320 AU",151.5512895,-32.7321062
"Merrylands Road & Braeside St, Greystanes NSW 2145 AU",150.9668241,-33.8316268
"320 Lane Cove Road, North Ryde NSW 2113 AU",151.1201707,-33.7923494
"81 Aberdare Rd, ABERDARE NSW 2325 AU",151.3744326,-32.843597
"4 Duke Street, QUIRINDI NSW 2343 AU",150.6782616,-31.5244003
"4974 Pacific Highway (Cnr Lemon Tree Rd), Halfway Creek NSW 2460 AU",153.0947952,-29.9348834
"Balo St & Gwydir St, Moree NSW 2400 AU",149.8416203,-29.4618704
"1140-1140A Solitary Islands Way, Emerald Beach NSW 2456 AU",153.1860169,-30.1502587
"22 East Street, Murrumbateman NSW 2582 AU",149.0297711,-34.9698948
"307 Lang Street, KURRI KURRI NSW 2327 AU",151.4768386,-32.8205697
"33-37 Carrington Rd, RANDWICK NSW 2031 AU",151.2525812,-33.9065066
"21 Ryde Rd, Pymble NSW 2073 AU",151.1439153,-33.7519956
"121 Banna Avenue, Griffith NSW 2680 AU",146.0512171,-34.2883334
"59-63 Victoria Street, Taree NSW 2430 AU",152.4653593,-31.9104476
"3 Carlton Cres, Summer Hill NSW 2130 AU",151.1433236,-33.8925005
"5332 Kosciuszko Rd, EAST JINDABYNE NSW 2627 AU",148.6519029,-36.3932681
"712 Pennant Hills Road, Carlingford NSW 2118 AU",151.0474084,-33.7636448
"88 Louee St, Rylstone NSW 2849 AU",149.9707187,-32.799163
"582 Old Northern Road, Dural NSW 2158 AU",151.0294877,-33.6954938
"Cnr Avenue & Cowles Roads, Mosman NSW 2088 AU",-111.7517913,43.870476
"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558 AU",150.8082747,-34.0350072
"295 Quarry Rd, Denistone East NSW 2112 AU",151.1030484,-33.7956408
"322 Canterbury Road, Canterbury NSW 2193 AU",151.1131048,-33.9148163
"Cnr Hassall & James Ruse Drive, Rosehill NSW 2142 AU",NA,NA
"175 Ourimbah Road, Mosman NSW 2088 AU",151.233286,-33.82107
"126-130 Mulgoa Road, Penrith NSW 2750 AU",150.676489,-33.7697708
"646 Richmond Rd, Glendenning NSW 2761 AU",150.8531218,-33.7375248
"85 Greenwell Point Rd, GREENWELL POINT NSW 2540 AU",150.7319441,-34.9077229
"Cnr Captain Cook Dve & Cawarra Rd, Caringbah NSW 2229 AU",153.372984,-27.9390805
"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230 AU",NA,NA
"80 Heathcote Road, Moorebank NSW 2170 AU",150.9359157,-33.9359274
"28 Great Western Highway, Valley Heights NSW 2777 AU",150.5818863,-33.7017713
"615-617 Hume Hwy, CASULA NSW 2170 AU",150.895778,-33.9550946
"Cnr Williamson & McDonald Road, INGLEBURN NSW 2565 AU",NA,NA
"91 Glossop St, North St Marys NSW 2760 AU",150.7806577,-33.7609631
"1233 Victoria Road (Cnr Marsden Rd), West Ryde NSW 2114 AU",151.0708812,-33.8067305
"Cnr Victora Rd & Clyde St, Rydalmere NSW 2116 AU",151.0856093,-33.8074678
"Cnr Woodcroft Dr & Richmond Road, Doonside NSW 2767 AU",150.8797299,-33.7549561
"Cnr Parramatta & Missenden Roads, Camperdown NSW 2050 AU",150.999241,-33.817534
"74 Whitton St, NARRANDERA NSW 2700 AU",146.5557346,-34.7413757
"76 Glossop Street, St Marys NSW 2760 AU",150.7816339,-33.7601979
"Cnr Victoria Rd & Evans St, Rozelle NSW 2039 AU",151.0856093,-33.8074678
"1 Blade Close, Berkeley Vale NSW 2261 AU",151.4238182,-33.3305966
"45 Hambledon Road, Quakers Hill NSW 2763 AU",150.8920139,-33.717497
"360 New England Hwy, Rutherford NSW 2320 AU",151.516679,-32.7102757
"855 Macquarie Drive, Valentine NSW 2280 AU",151.6427564,-33.0080925
"100 Pacific Highway, Tuggerah NSW 2259 AU",151.419746,-33.3058764
"2 Princes Highway, St Peters NSW 2044 AU",151.1810597,-33.9099084
"Cnr Castlereagh & Coreen Ave, Penrith NSW 2750 AU",150.6931185,-33.7350419
"215 Kinghorne St, NOWRA NSW 2541 AU",150.6012485,-34.8911089
"5 Macquarie Road, MORISSET PARK NSW 2264 AU",151.5348637,-33.1200025
"58 Fitzroy Street, Grafton NSW 2460 AU",152.9363596,-29.6917119
"Corner Princess Highway and Plunkett Street, NOWRA NSW 2541 AU",150.6047064,-34.8789764
"51-63 Whylandra Street, Dubbo West NSW 2830 AU",148.592717,-32.2482705
"1 Tasman Road, GUMLY GUMLY NSW 2652 AU",147.4219407,-35.1263122
"1 Spring Street, SOUTH GRAFTON NSW 2460 AU",152.9417387,-29.7058687
"56-60 Bathurst Road, Orange NSW 2800 AU",149.1086318,-33.2897828
"77 Church Street, Mudgee NSW 2850 AU",149.5880492,-32.5953731
"2-8 Duncans Lane (Cnr Pacific Hwy), Grafton NSW 2460 AU",152.9573662,-29.7043248
"130 Hamilton Road, Fairfield NSW 2165 AU",150.9459385,-33.8726343
"200-202 Pennant Hills Road, THORNLEIGH NSW 2120 AU",151.0836511,-33.7265356
"286-288 Pennant Hills Rd (Cnr Adderton Rd), Carlingford NSW 2118 AU",151.0436524,-33.7849003
"229 Bourke St, TOLLAND NSW 2650 AU",147.3513266,-35.1427348
"233 High St (Cnr Smith St), Maitland NSW 2320 AU",151.5620585,-32.7391336
"Summer St & Sale St, Orange NSW 2800 AU",-71.0605177,42.3554504
"2 Bunga St, BERMAGUI NSW 2546 AU",150.0760622,-36.4273574
"68 Duri Road, TAMWORTH NSW 2340 AU",150.8996708,-31.1081816
"281 New Canterbury Rd, Lewisham NSW 2049 AU",151.1457586,-33.8983738
"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766 AU",150.8707492,-33.7926872
"608 Fishery Point Rd, Morisset NSW 2264 AU",151.4980711,-33.1080234
"New Lake Entrance Road (Shellharbour City Centre), Shellharbour NSW 2529 AU",150.8309923,-34.5637313
"Cnr Pacific Highway & Tall Timbers Road, Lake Munmorah NSW 2259 AU",151.3516196,-33.4061041
"110-112 Princes Hwy, UNANDERRA NSW 2526 AU",150.8445751,-34.4548783
"51 Egerton St, SILVERWATER NSW 2128 AU",151.0478898,-33.8363055
"186 Pacific Highway, Tuggerah NSW 2259 AU",151.4222501,-33.2941988
"North Parade (Mt Druitt Market Place), Mount Druitt NSW 2770 AU",150.8234736,-33.7699108
"770 Richmond Road, Berkshire Park NSW 2765 AU",150.8012511,-33.6664051
"24-26 Gavenlock Road, Tuggerah NSW 2259 AU",151.4148602,-33.3091958
"154 Silverwater Rd, SILVERWATER NSW 2128 AU",151.0484091,-33.8317467
"337 West Street (Cnr Ocean Beach Road), Umina NSW 2257 AU",151.3171024,-33.5209457
"756 Pittwater Rd (Cnr West St), Brookvale NSW 2100 AU",151.276282,-33.7615517
"Caltex 3723 Hwy, GUMLY GUMLY NSW 2652 AU",147.4427133,-35.1356136
"1618 Canterbury Road (Cnr Gow Street), Punchbowl NSW 2196 AU",151.0396759,-33.9342616
"98-100 Minjungbal Drive (Pacific Hwy), Tweed Heads NSW 2486 AU",153.5448488,-28.2048903
"1-3 East Parade, Sutherland NSW 2232 AU",151.0575,-34.0301306
"502 Goonoo Goonoo Rd, Hillvue NSW 2340 AU",150.9247358,-31.1319575
"185 Pitt Street, MERRYLANDS NSW 2160 AU",150.9917429,-33.8340841
"Cnr Epping & Balaclava Road, Marsfield NSW 2122 AU",NA,NA
"67 Orange Grove Road, Liverpool NSW 2170 AU",150.9178263,-33.9071057
"147 Newbridge Rd, CHIPPING NORTON NSW 2170 AU",150.9640102,-33.9281332
"19 Bagnall Beach Road, SALAMANDER BAY NSW 2317 AU",152.1095663,-32.7348549
"136 Hume Highway (cnr Hollywood Drive), Lansvale NSW 2166 AU",150.9581214,-33.8947171
"364-366 Eastern Valley Way, Chatswood East NSW 2067 AU",151.2010143,-33.786599
"2 Perricoota Rd, Moama NSW 2731 AU",144.7428063,-36.1064024
"370 Griffith Rd, Lavington NSW 2641 AU",146.9374751,-36.0482339
"515 Young Street, Albury NSW 2640 AU",146.9235743,-36.0805011
"418 Liverpool Road, Croydon NSW 2132 AU",151.115,-33.8882
"379 Enmore Road, Marrickville NSW 2204 AU",151.1679489,-33.9044109
"74-78 Auburn Road, Auburn NSW 2144 AU",151.0325076,-33.8546493
"189 Epping Rd & Culloden Rd, Marsfield NSW 2122 AU",-71.0704177,43.0851805
"2/3728 Bucketts Way, Krambach NSW 2429 AU",152.2593727,-32.0516578
"74 Roberts Road, Greenacre NSW 2190 AU",151.0663319,-33.8923178
"363 Windsor Rd (Cnr Olive St), Baulkham Hills NSW 2153 AU",150.991561,-33.7602239
"214 The Entrance Road, Erina NSW 2250 AU",151.3877654,-33.4350293
"13 Railway Lane, Cowra NSW 2646 AU",148.6927266,-33.8362686
"Cnr Lovell & Thornhill Sts, Young NSW 2594 AU",NA,NA
"Cnr Bombala & Massie Streets, Cooma NSW 2630 AU",149.2423244,-36.911523
"16 Breese Parade, Forster NSW 2428 AU",152.5228965,-32.2007475
"1 Bay Street, Port Macquarie NSW 2444 AU",152.8953505,-31.4270278
"18-22 Tempest Street, Gunnedah NSW 2380 AU",150.2482412,-30.9761966
"17 Forsyth Street, Wagga Wagga NSW 2650 AU",147.3740649,-35.1142006
"254 Kelly St, Scone NSW 2337 AU",150.8707699,-32.0577724
"26 Dowling Street (Cnr Newell Hwy), Forbes NSW 2871 AU",148.0111141,-33.3814695
"29 Banna Avenue, Griffith NSW 2680 AU",146.0599325,-34.2889787
"262 Byron Street, Inverell NSW 2360 AU",151.1181465,-29.7688802
"2808 Princes Hwy (cnr Ford St), Moruya NSW 2537 AU",150.0835681,-35.920124
"27 Vesper Street (Cnr Princes Hwy & Guy St), Batemans Bay NSW 2536 AU",150.1743626,-35.7120695
"41 Lithgow Street (Cnr Mort Street), Lithgow NSW 2790 AU",150.1533219,-33.4831889
"76-78 Shirley Street, Byron Bay NSW 2481 AU",153.6034455,-28.6398735
"99 Diadem Street, Lismore NSW 2480 AU",153.287121,-28.8118185
"75-77 Fitzroy Street, Grafton NSW 2460 AU",152.934348,-29.6922108
"911 Pacific Highway, Lisarow NSW 2250 AU",151.3653167,-33.3853245
"112 Minjungbal Dr, TWEED HEADS SOUTH NSW 2486 AU",153.5456442,-28.2069305
"244A Beardy Street, Armidale NSW 2350 AU",151.6624602,-30.5127054
"1B Butler St, Byron Bay NSW 2481 AU",153.6107986,-28.6417874
"400 Lane Cove Road, North Ryde NSW 2113 AU",151.1287596,-33.7844072
"390 Princes Highway, Blakehurst NSW 2221 AU",151.1136282,-33.9902786
"Cnr Warnoon & Palm Avenue, Leeton NSW 2705 AU",NA,NA
"215 Balo Street, Moree NSW 2400 AU",149.8402266,-29.4672035
"101 Wallgrove Rd, EASTERN CREEK NSW 2766 AU",150.8517677,-33.8074979
"155-157 Rockwood Road, Yagoona NSW 2199 AU",151.0389026,-33.8933986
"197 Windsor Road, Northmead NSW 2152 AU",151.0001096,-33.7774369
"217-219 Seven Hills Rd, BAULKHAM HILLS NSW 2153 AU",150.9634245,-33.7554992
"Cnr Dredge & Stockton Avenue, Moorebank NSW 2170 AU",NA,NA
"10-12 Park Ave, Punchbowl NSW 2196 AU",151.0631799,-33.9180459
"917-923 Old Northern Rd, DURAL NSW 2158 AU",151.0287492,-33.6831208
"481 Port Hacking Road, LILLI PILLI NSW 2229 AU",151.1215625,-34.0524306
"146-148 Coogee Bay Rd, Coogee NSW 2034 AU",151.2517628,-33.9199406
"213-253 Parramatta Rd & Walker St, Five Dock NSW 2046 AU",151.1142919,-33.8696229
"295-297 Merrylands Road (Corner Windsor Street), Merrylands NSW 2160 AU",150.98524,-33.8354022
"439 Princes Highway (Corner Massey Street), Carlton NSW 2218 AU",151.1191117,-33.9805297
"1-3 Sydney Ave (Cnr Ocean Beach Rd), Umina NSW 2257 AU",151.3174246,-33.5171602
"174 Ryan St, South Grafton NSW 2460 AU",152.9287744,-29.702934
"189-191 Belmore Rd, RIVERWOOD NSW 2210 AU",151.0510246,-33.9557016
"303 Tweed Valley Way, South Murwillumbah NSW 2484 AU",153.4017563,-28.3304548
"176 Warringah Rd, BEACON HILL NSW 2100 AU",151.2602482,-33.7538083
"Darlington Drive Corner Leisure Drive, BANORA POINT WEST NSW 2486 AU",153.5403478,-28.219676
"60 Windsor Parade, DUBBO NSW 2830 AU",148.6317433,-32.2545901
